UID,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4649,L51828,L,303.3,311.4,1630,1.917361099313299,2,0,0,0,0,0,0
4650,M19509,M,303.3,311.4,1395,-0.9516949999548118,4,0,0,0,0,0,0
4651,L51830,L,303.3,311.4,1658,1.1148279246928485,7,0,0,0,0,0,0
4652,L51831,L,303.2,311.4,1349,1.2953978889824496,9,1,0,1,0,0,0
4653,L51832,L,303.1,311.2,1452,-0.45011176581703016,11,0,0,0,0,0,0
4654,M19513,M,303.1,311.1,1594,0.7637196607964014,13,0,0,0,0,0,0
4655,M19514,M,303.1,311.0,1510,-1.7441965098925065,16,0,0,0,0,0,0
4656,L51835,L,303.1,311.1,1854,-0.7711250356652106,19,0,0,0,0,0,0
4657,L51836,L,303.1,311.2,1626,-0.48020675986529676,21,0,0,0,0,0,0
4658,L51837,L,303.1,311.2,1628,-0.5203334185963199,23,0,0,0,0,0,0
4659,L51838,L,303.1,311.2,1679,0.45273805563097663,25,0,0,0,0,0,0
4660,M19519,M,303.1,311.2,1489,0.3925480675344427,27,0,0,0,0,0,0
4661,L51840,L,303.2,311.2,1439,0.8138779842101795,30,0,0,0,0,0,0
4662,L51841,L,303.3,311.3,1350,-0.8313150237617443,32,1,0,1,0,0,0
4663,H34076,H,303.3,311.2,1607,1.3957145358100058,34,0,0,0,0,0,0
4664,L51843,L,303.3,311.3,1389,0.6132446905550669,39,0,0,0,0,0,0
4665,M19524,M,303.3,311.3,1566,1.4057462004927617,41,0,0,0,0,0,0
4666,M19525,M,303.4,311.4,1307,-0.33976345430671806,44,1,0,1,0,0,0
4667,M19526,M,303.3,311.5,1569,-0.9416633352720559,47,0,0,0,0,0,0
4668,H34081,H,303.3,311.4,1651,-1.2125182817064584,50,0,0,0,0,0,0
4669,H34082,H,303.3,311.4,1692,0.7336246667481341,55,0,0,0,0,0,0
4670,M19529,M,303.3,311.5,1373,-0.45011176581703016,60,1,0,1,0,0,0
4671,L51850,L,303.2,311.4,1610,0.3423897441206646,63,0,0,0,0,0,0
4672,L51851,L,303.3,311.4,1511,1.566252835416852,65,0,0,0,0,0,0
4673,L51852,L,303.3,311.5,1412,-0.37989011303774045,67,0,0,0,0,0,0
4674,L51853,L,303.4,311.5,1501,0.4828330496792433,69,0,0,0,0,0,0
4675,L51854,L,303.4,311.5,1414,-0.6507450594721428,71,0,0,0,0,0,0
4676,H34089,H,303.5,311.5,1629,-1.8746081507683297,73,0,0,0,0,0,0
4677,L51856,L,303.4,311.5,1879,0.7035296726998674,78,0,0,0,0,0,0
4678,H34091,H,303.5,311.6,1466,0.011344809589729025,80,0,0,0,0,0,0
4679,H34092,H,303.6,311.7,1476,-0.9316316705893005,85,0,0,0,0,0,0
4680,L51859,L,303.6,311.8,1695,-0.018750184458538297,90,0,0,0,0,0,0
4681,L51860,L,303.6,311.7,1491,-0.530365083279075,92,0,0,0,0,0,0
4682,M19541,M,303.6,311.8,1659,-0.8313150237617443,94,0,0,0,0,0,0
4683,L51862,L,303.6,311.8,1567,-0.7109350475686768,97,0,0,0,0,0,0
4684,L51863,L,303.6,311.8,1736,0.4828330496792433,99,0,0,0,0,0,0
4685,M19544,M,303.6,311.8,1421,-0.9216000059065448,101,1,0,0,0,0,0
4686,M19545,M,303.6,311.8,1627,-0.5805234066928531,104,0,0,0,0,0,0
4687,M19546,M,303.5,311.6,1562,-2.305969732126822,107,0,0,0,0,0,0
4688,L51867,L,303.5,311.6,2183,-0.1892884840653836,110,0,0,0,0,0,0
4689,L51868,L,303.5,311.6,1577,-0.35982678367222964,112,0,0,0,0,0,0
4690,M19549,M,303.4,311.5,1560,0.3022630853896422,114,0,0,0,0,0,0
4691,M19550,M,303.4,311.5,1483,-0.6708083888376544,117,0,0,0,0,0,0
4692,L51871,L,303.5,311.5,1535,-1.0419799820996123,120,0,0,0,0,0,0
4693,M19552,M,303.4,311.4,1606,-1.5335315515546384,122,0,0,0,0,0,0
4694,M19553,M,303.4,311.5,1817,1.0847329306445812,125,0,0,0,0,0,0
4695,L51874,L,303.4,311.5,1424,-0.530365083279075,128,0,0,0,0,0,0
4696,L51875,L,303.3,311.6,1514,0.17185144451381926,130,0,0,0,0,0,0
4697,L51876,L,303.4,311.6,1449,-0.6005867360583647,132,0,0,0,0,0,0
4698,M19557,M,303.5,311.6,1573,0.1919147738793301,134,0,0,0,0,0,0
4699,L51878,L,303.4,311.6,1564,0.6232763552378227,137,0,0,0,0,0,0
4700,L51879,L,303.5,311.6,1428,-0.9015366765410335,139,0,0,0,0,0,0
4701,L51880,L,303.5,311.7,1620,-0.7309983769341876,141,0,0,0,0,0,0
4702,H34115,H,303.5,311.7,1584,2.689799279885482,143,0,0,0,0,0,0
4703,L51882,L,303.6,311.8,1222,0.252104761975864,148,1,0,1,0,0,0
4704,M19563,M,303.6,311.8,1432,-0.6708083888376544,150,0,0,0,0,0,0
4705,L51884,L,303.7,311.9,1561,-0.6808400535204094,153,0,0,0,0,0,0
4706,L51885,L,303.6,311.8,1614,-1.7742915039407734,155,0,0,0,0,0,0
4707,L51886,L,303.5,311.7,1959,-1.653911527747706,157,0,0,0,0,0,0
4708,L51887,L,303.5,311.8,1944,-1.4231832400443263,159,0,0,0,0,0,0
4709,L51888,L,303.4,311.7,1793,1.0044796131825364,161,0,0,0,0,0,0
4710,M19569,M,303.4,311.6,1446,-0.7811567003479657,163,0,0,0,0,0,0
4711,L51890,L,303.4,311.7,1673,0.42264306158271003,166,0,0,0,0,0,0
4712,M19571,M,303.4,311.7,1515,-0.40998510708600777,168,0,0,0,0,0,0
4713,L51892,L,303.4,311.8,1564,0.5229597084102664,171,0,0,0,0,0,0
4714,L51893,L,303.5,311.8,1451,-1.1723916229754356,173,0,0,0,0,0,0
4715,H34128,H,303.4,311.8,1693,0.23204143261035248,175,0,0,0,0,0,0
4716,L51895,L,303.4,311.7,1476,-0.991821658685834,180,0,0,0,0,0,0
4717,L51896,L,303.4,311.6,1712,0.5430230377757772,182,0,0,0,0,0,0
4718,M19577,M,303.4,311.6,1425,1.686632811609919,184,0,0,0,0,0,0
4719,L51898,L,303.3,311.6,1337,-0.5103017539135641,187,1,0,1,0,0,0
4720,M19579,M,303.4,311.7,1690,0.4126113968999543,189,0,0,0,0,0,0
4721,M19580,M,303.4,311.7,1353,-1.8144181626717961,192,1,0,1,0,0,0
4722,L51901,L,303.5,311.8,1927,0.2721680913413756,195,0,0,0,0,0,0
4723,M19582,M,303.4,311.8,1391,1.0947645953273368,197,0,0,0,0,0,0
4724,L51903,L,303.4,311.8,1366,-0.8413466884444997,200,1,0,1,0,0,0
4725,L51904,L,303.4,311.9,1771,0.2621364266586198,202,0,0,0,0,0,0
4726,M19585,M,303.4,311.8,1515,-2.175558091250999,204,0,0,0,0,0,0
4727,M19586,M,303.4,311.8,2133,0.7035296726998674,207,0,0,0,0,0,0
4728,M19587,M,303.4,311.8,1341,0.7135613373826232,210,1,0,1,0,0,0
4729,L51908,L,303.4,311.7,1406,2.107962728285656,213,0,0,0,0,0,0
4730,L51909,L,303.4,311.8,1306,-0.45011176581703016,215,1,0,1,0,1,0
4731,L51910,L,303.3,311.7,1508,0.5129280437275106,217,0,0,0,0,0,0
4732,L51911,L,303.3,311.6,1301,-0.14916182533436123,219,1,0,1,0,0,0
4733,L51912,L,303.3,311.7,1539,0.4627697203137324,221,0,0,0,0,0,0
4734,L51913,L,303.3,311.6,1484,-0.07894017255507152,223,0,0,0,0,0,0
4735,L51914,L,303.2,311.5,1507,0.252104761975864,225,0,0,0,0,0,0
4736,L51915,L,303.2,311.5,1544,-0.20935181343089515,227,0,0,0,0,0,0
4737,L51916,L,303.2,311.5,1513,1.8270761171684984,0,0,0,0,0,0,0
4738,M19597,M,303.2,311.5,1336,-2.1053364384717095,2,1,0,1,0,0,0
4739,M19598,M,303.2,311.4,2102,1.3856828711272502,5,0,0,0,0,0,0
4740,L51919,L,303.2,311.4,1351,-0.48020675986529676,8,1,0,1,0,0,0
4741,L51920,L,303.3,311.5,1601,1.2953978889824496,10,0,0,0,0,0,0
4742,L51921,L,303.2,311.3,1393,-0.6306817301066312,12,0,0,0,0,0,0
4743,L51922,L,303.3,311.3,1592,1.1850495774721375,14,0,0,0,0,0,0
4744,L51923,L,303.3,311.3,1409,0.7436563314308898,16,0,0,0,0,0,0
4745,L51924,L,303.3,311.3,1393,0.312294750072398,18,0,0,0,0,0,0
4746,H34159,H,303.2,311.2,1475,0.5630863671412888,20,0,0,0,0,0,0
4747,L51926,L,303.2,311.2,1427,-1.272708269802992,25,0,0,0,0,0,0
4748,L51927,L,303.3,311.2,1763,0.6734346786516008,27,0,0,0,0,0,0
4749,L51928,L,303.2,311.2,1363,1.0947645953273368,29,1,0,1,0,0,0
4750,L51929,L,303.2,311.2,1404,-0.811251694396233,31,0,0,0,0,0,0
4751,M19610,M,303.2,311.2,1688,-0.26954180152742907,33,0,0,0,0,0,0
4752,L51931,L,303.3,311.4,1510,-0.04884517850680491,36,0,0,0,0,0,0
4753,H34166,H,303.3,311.3,1502,-0.33976345430671806,38,0,0,0,0,0,0
4754,H34167,H,303.2,311.4,1607,1.4859995179548064,43,0,0,0,0,0,0
4755,M19614,M,303.3,311.5,1384,1.1348912540583593,48,0,0,0,0,0,0
4756,L51935,L,303.4,311.7,1295,-2.1053364384717095,51,1,0,1,0,0,0
4757,H34170,H,303.4,311.7,1991,0.28219975602413067,53,0,0,0,0,0,0
4758,L51937,L,303.4,311.6,1497,0.8740679723067134,58,0,0,0,0,0,0
4759,L51938,L,303.5,311.6,1465,0.6533713492860893,60,0,0,0,0,0,0
4760,L51939,L,303.5,311.6,1361,-0.14916182533436123,62,1,0,1,0,0,0
4761,L51940,L,303.6,311.7,1546,1.2753345596169388,64,0,0,0,0,0,0
4762,H34175,H,303.7,311.9,1332,-2.8677429543611375,66,1,0,1,0,0,0
4763,M19622,M,303.7,312.0,2663,0.5931813611895553,71,1,0,0,1,0,0
4764,L51943,L,303.7,312.1,1443,0.8640363076239577,74,0,0,0,0,0,0
4765,M19624,M,303.7,312.0,1402,-1.7542281745752621,76,0,0,0,0,0,0
4766,L51945,L,303.7,312.0,1892,-0.43004843645151863,79,0,0,0,0,0,0
4767,M19626,M,303.6,312.0,1645,1.014511277865292,81,0,0,0,0,0,0
4768,L51947,L,303.6,311.9,1473,1.2953978889824496,84,0,0,0,0,0,0
4769,L51948,L,303.6,312.0,1309,-0.28960513089293993,86,1,0,1,0,0,0
4770,H34183,H,303.6,311.9,1544,0.9342579604032467,88,0,0,0,0,0,0
4771,L51950,L,303.5,311.9,1344,-0.399953442403252,93,1,0,1,0,0,0
4772,M19631,M,303.6,311.9,1617,-0.20935181343089515,95,0,0,0,0,0,0
4773,M19632,M,303.6,312.0,1435,1.034574607230803,98,0,0,0,0,0,0
4774,L51953,L,303.6,312.0,1391,-1.6739748571132171,101,0,0,0,0,0,0
4775,L51954,L,303.6,312.0,1827,-1.4231832400443263,103,0,0,0,0,0,0
4776,L51955,L,303.5,312.0,1761,-0.35982678367222964,105,0,0,0,0,0,0
4777,L51956,L,303.5,312.1,1522,-1.64387986306495,107,0,0,0,0,0,0
4778,M19637,M,303.5,312.2,1818,1.4659361885892956,109,0,0,0,0,0,0
4779,H34192,H,303.6,312.2,1371,-0.10903516660333884,112,1,0,1,0,0,0
4780,L51959,L,303.7,312.3,1511,0.663403013968845,117,0,0,0,0,0,0
4781,L51960,L,303.7,312.4,1404,0.5931813611895553,119,0,0,0,0,0,0
4782,L51961,L,303.7,312.3,1384,1.265302894934183,121,0,0,0,0,0,0
4783,L51962,L,303.8,312.5,1368,-0.399953442403252,123,0,0,0,0,0,0
4784,L51963,L,303.7,312.5,1641,-0.7711250356652106,125,0,0,0,0,0,0
4785,L51964,L,303.9,312.6,1642,1.0044796131825364,127,0,0,0,0,0,0
4786,H34199,H,303.9,312.7,1401,0.13172478578279617,129,0,0,0,0,0,0
4787,L51966,L,303.8,312.6,1577,0.4126113968999543,134,0,0,0,0,0,0
4788,L51967,L,303.7,312.6,1396,-0.45011176581703016,136,0,0,0,0,0,0
4789,H34202,H,303.7,312.6,1514,-0.42001677176876356,138,0,0,0,0,0,0
4790,L51969,L,303.8,312.8,1646,0.07153479768626296,143,0,0,0,0,0,0
4791,L51970,L,303.8,312.8,1443,0.8540046429412019,145,0,0,0,0,0,0
4792,M19651,M,303.7,312.7,1469,0.021376474272484798,147,0,0,0,0,0,0
4793,H34206,H,303.7,312.7,1564,0.021376474272484798,150,0,0,0,0,0,0
4794,H34207,H,303.6,312.6,1498,-1.2125182817064584,155,0,0,0,0,0,0
4795,L51974,L,303.6,312.6,1699,0.9041629663549801,160,0,0,0,0,0,0
4796,L51975,L,303.6,312.5,1431,0.7336246667481341,162,0,0,0,0,0,0
4797,L51976,L,303.5,312.4,1390,0.6132446905550669,164,0,0,0,0,0,0
4798,L51977,L,303.5,312.5,1380,0.6433396846033335,166,0,0,0,0,0,0
4799,L51978,L,303.5,312.5,1457,0.2220097679275974,168,0,0,0,0,0,0
4800,L51979,L,303.5,312.5,1418,1.1047962600100927,170,0,0,0,0,0,0
4801,M19660,M,303.5,312.5,1353,-0.7309983769341876,172,0,0,0,0,0,0
4802,L51981,L,303.5,312.4,1574,1.4258095298582731,175,0,0,0,0,0,0
4803,M19662,M,303.5,312.4,1318,-0.8614100178100111,177,0,0,0,0,0,0
4804,L51983,L,303.6,312.5,1710,-0.1190668312860946,180,0,0,0,0,0,0
4805,L51984,L,303.7,312.6,1621,-0.640713394789387,182,0,0,0,0,0,0
4806,L51985,L,303.6,312.6,1606,1.4057462004927617,184,0,0,0,0,0,0
4807,H34220,H,303.6,312.5,1375,-0.34979511898947385,186,0,0,0,0,0,0
4808,L51987,L,303.5,312.4,1503,0.8640363076239577,191,0,0,0,0,0,0
4809,L51988,L,303.5,312.3,1404,-0.7309983769341876,193,0,0,0,0,0,0
4810,L51989,L,303.4,312.2,1656,-0.05887684318956068,195,0,0,0,0,0,0
4811,M19670,M,303.4,312.1,1499,-1.16235995829268,197,0,0,0,0,0,0
4812,M19671,M,303.4,312.0,1748,-0.20935181343089515,200,0,0,0,0,0,0
4813,L51992,L,303.4,311.9,1531,0.06150313300350718,203,0,0,0,0,0,0
4814,M19673,M,303.3,311.8,1536,1.3054295536652054,205,0,0,0,0,0,0
4815,L51994,L,303.4,311.8,1401,-0.6808400535204094,208,1,0,0,0,1,0
4816,H34229,H,303.4,311.9,1534,-0.40998510708600777,210,0,0,0,0,0,0
4817,L51996,L,303.4,312.0,1521,-0.9216000059065448,215,1,1,0,0,0,0
4818,L51997,L,303.5,312.1,1674,-1.9147348094993524,0,0,0,0,0,0,0
4819,M19678,M,303.6,312.1,1967,-0.9316316705893005,2,0,0,0,0,0,0
4820,L51999,L,303.6,312.2,1696,-0.7510617062996991,5,0,0,0,0,0,0
4821,M19680,M,303.6,312.1,1627,0.5630863671412888,7,0,0,0,0,0,0
4822,L52001,L,303.5,311.9,1405,-0.10903516660333884,10,0,0,0,0,0,0
4823,L52002,L,303.5,311.9,1565,-0.12909849596884967,12,0,0,0,0,0,0
4824,L52003,L,303.5,311.9,1493,0.5028963790447548,14,0,0,0,0,0,0
4825,L52004,L,303.4,311.8,1499,-0.9416633352720559,16,0,0,0,0,0,0
4826,L52005,L,303.3,311.8,1692,-2.4263497083198895,18,0,0,0,0,0,0
4827,L52006,L,303.4,311.8,2268,1.8972977699477873,20,0,0,0,0,0,0
4828,L52007,L,303.4,311.8,1438,-0.07894017255507152,22,0,0,0,0,0,0
4829,L52008,L,303.5,311.9,1515,-0.17925681938262783,24,0,0,0,0,0,0
4830,L52009,L,303.4,311.9,1491,-1.0319483174168569,26,0,0,0,0,0,0
4831,L52010,L,303.5,312.0,1756,1.4559045239065398,28,0,0,0,0,0,0
4832,L52011,L,303.5,312.0,1366,0.5129280437275106,30,1,0,1,0,0,0
4833,L52012,L,303.5,312.0,1436,0.1618197798310635,32,0,0,0,0,0,0
4834,L52013,L,303.4,311.9,1377,0.2220097679275974,34,1,0,1,0,0,0
4835,M19694,M,303.4,311.9,1510,1.0947645953273368,36,0,0,0,0,0,0
4836,M19695,M,303.4,311.9,1419,2.208279375113212,39,0,0,0,0,0,0
4837,L52016,L,303.3,311.8,1315,-1.2325816110719694,42,1,0,1,0,0,0
4838,H34251,H,303.3,311.8,1806,-1.0620433114651238,44,0,0,0,0,0,0
4839,H34252,H,303.3,311.8,1649,1.0044796131825364,49,0,0,0,0,0,0
4840,H34253,H,303.4,311.9,1402,2.398881004085569,54,0,0,0,0,0,0
4841,L52020,L,303.4,311.9,1298,0.492864714361999,59,1,0,1,0,0,0
4842,M19701,M,303.3,311.8,1441,0.9442896250860024,61,0,0,0,0,0,0
4843,M19702,M,303.3,311.8,1489,-1.5535948809201496,64,0,0,0,0,0,0
4844,L52023,L,303.3,311.8,1842,1.0947645953273368,67,0,0,0,0,0,0
4845,M19704,M,303.4,311.8,1316,-0.6708083888376544,69,1,0,1,0,0,0
4846,M19705,M,303.3,311.8,1583,-0.6507450594721428,72,0,0,0,0,0,0
4847,M19706,M,303.3,311.8,1548,0.4627697203137324,75,0,0,0,0,0,0
4848,L52027,L,303.4,311.9,1434,1.2953978889824496,78,0,0,0,0,0,0
4849,H34262,H,303.5,312.0,1397,0.2922314207068864,80,0,0,0,0,0,0
4850,M19709,M,303.5,312.0,1475,1.686632811609919,85,0,0,0,0,0,0
4851,L52030,L,303.5,312.0,1441,1.1850495774721375,88,0,0,0,0,0,0
4852,L52031,L,303.7,312.1,1363,-0.5103017539135641,90,1,0,1,0,0,0
4853,L52032,L,303.7,312.2,1619,-0.6005867360583647,92,0,0,0,0,0,0
4854,L52033,L,303.7,312.2,1487,-0.6206500654238761,94,0,0,0,0,0,0
4855,L52034,L,303.7,312.2,1568,0.6232763552378227,96,0,0,0,0,0,0
4856,L52035,L,303.7,312.3,1375,-0.8714416824927665,98,0,0,0,0,0,0
4857,M19716,M,303.6,312.3,1698,-0.2595101368446733,100,0,0,0,0,0,0
4858,L52037,L,303.7,312.3,1606,1.1047962600100927,103,0,0,0,0,0,0
4859,L52038,L,303.7,312.3,1349,-0.13913016065160544,105,0,0,0,0,0,0
4860,L52039,L,303.7,312.4,1535,0.9543212897687582,107,0,0,0,0,0,0
4861,M19720,M,303.6,312.4,1504,-1.894671480133841,109,0,0,0,0,0,0
4862,L52041,L,303.5,312.3,1946,1.5762845000996077,112,0,0,0,0,0,0
4863,L52042,L,303.5,312.1,1326,-1.7742915039407734,114,0,0,0,0,0,0
4864,M19723,M,303.6,312.3,1915,0.3423897441206646,116,0,0,0,0,0,0
4865,L52044,L,303.6,312.3,1451,-0.5203334185963199,119,0,0,0,0,0,0
4866,M19725,M,303.5,312.3,1624,-1.1322649642444131,121,0,0,0,0,0,0
4867,L52046,L,303.6,312.4,1781,1.4157778651755175,124,0,0,0,0,0,0
4868,L52047,L,303.6,312.5,1345,0.6032130258723112,126,0,0,0,0,0,0
4869,L52048,L,303.6,312.4,1418,-1.352961587265037,128,0,0,0,0,0,0
4870,L52049,L,303.7,312.4,1718,-1.1523282936099244,130,0,0,0,0,0,0
4871,M19730,M,303.7,312.4,1631,0.011344809589729025,132,0,0,0,0,0,0
4872,L52051,L,303.7,312.4,1513,1.9374244286788098,135,0,0,0,0,0,0
4873,L52052,L,303.7,312.4,1316,-0.1190668312860946,137,0,0,0,0,0,0
4874,M19733,M,303.7,312.4,1474,-0.9115683412237894,139,0,0,0,0,0,0
4875,L52054,L,303.8,312.5,1619,-0.8814733471755224,142,0,0,0,0,0,0
4876,L52055,L,303.7,312.4,1702,-0.2595101368446733,144,0,0,0,0,0,0
4877,M19736,M,303.7,312.4,1540,-0.6306817301066312,146,0,0,0,0,0,0
4878,M19737,M,303.7,312.4,1546,1.1047962600100927,149,0,0,0,0,0,0
4879,L52058,L,303.7,312.4,1348,-0.44008010113427437,152,0,0,0,0,0,0
4880,H34293,H,303.7,312.5,1520,0.1919147738793301,154,0,0,0,0,0,0
4881,M19740,M,303.8,312.6,1527,0.7135613373826232,159,0,0,0,0,0,0
4882,M19741,M,303.8,312.6,1406,0.6232763552378227,162,0,0,0,0,0,0
4883,L52062,L,303.7,312.5,1462,-1.0720749761478792,165,0,0,0,0,0,0
4884,M19743,M,303.8,312.6,1684,-1.2024866170237025,167,0,0,0,0,0,0
4885,H34298,H,303.8,312.5,1655,-1.4934048928236157,170,0,0,0,0,0,0
4886,H34299,H,303.8,312.5,1748,0.5731180318240445,175,0,0,0,0,0,0
4887,L52066,L,303.8,312.5,1372,-0.6708083888376544,180,0,0,0,0,0,0
4888,L52067,L,303.7,312.5,1481,-0.07894017255507152,182,0,0,0,0,0,0
4889,L52068,L,303.7,312.4,1512,-0.33976345430671806,184,0,0,0,0,0,0
4890,L52069,L,303.7,312.5,1632,0.3925480675344427,186,0,0,0,0,0,0
4891,L52070,L,303.7,312.4,1525,-1.3629932519477927,188,0,0,0,0,0,0
4892,M19751,M,303.7,312.3,1756,-1.6940381864787284,190,0,0,0,0,0,0
4893,L52072,L,303.7,312.3,1922,0.4326747262654651,193,0,0,0,0,0,0
4894,M19753,M,303.8,312.5,1448,0.663403013968845,195,0,0,0,0,0,0
4895,H34308,H,303.8,312.5,1447,-0.6607767241548985,198,0,0,0,0,0,0
4896,M19755,M,303.8,312.4,1597,-0.7711250356652106,203,0,0,0,0,0,0
4897,M19756,M,303.7,312.4,1642,-0.1993201487481394,206,0,0,0,0,0,0
4898,H34311,H,303.8,312.5,1525,1.375651206444495,209,0,0,0,0,0,0
4899,H34312,H,303.6,312.4,1460,-2.2357480793475326,214,0,0,0,0,0,0
4900,L52079,L,303.6,312.3,2168,0.1919147738793301,219,0,0,0,0,0,0
4901,L52080,L,303.6,312.4,1388,-0.7610933709824549,221,0,0,0,0,0,0
4902,M19761,M,303.6,312.3,1630,-1.0720749761478792,223,0,0,0,0,0,0
4903,L52082,L,303.6,312.3,1616,-2.3260330614923332,226,0,0,0,0,0,0
4904,L52083,L,303.6,312.4,2232,1.074701265961826,0,0,0,0,0,0,0
4905,H34318,H,303.6,312.4,1480,1.315461218347961,2,0,0,0,0,0,0
4906,L52085,L,303.6,312.4,1363,0.5630863671412888,7,0,0,0,0,0,0
4907,H34320,H,303.6,312.4,1436,-0.6306817301066312,9,0,0,0,0,0,0
4908,M19767,M,303.6,312.5,1607,0.8239096488929353,14,0,0,0,0,0,0
4909,M19768,M,303.6,312.5,1459,0.3724847381689319,17,0,0,0,0,0,0
4910,L52089,L,303.5,312.4,1481,-0.8313150237617443,20,0,0,0,0,0,0
4911,M19770,M,303.5,312.4,1606,-1.021916652734101,22,0,0,0,0,0,0
4912,L52091,L,303.5,312.3,1681,-0.28960513089293993,25,0,0,0,0,0,0
4913,L52092,L,303.5,312.2,1511,-0.48020675986529676,27,0,0,0,0,0,0
4914,M19773,M,303.5,312.3,1593,0.17185144451381926,29,0,0,0,0,0,0
4915,M19774,M,303.5,312.3,1532,0.9041629663549801,32,0,0,0,0,0,0
4916,H34329,H,303.5,312.3,1386,-1.2125182817064584,35,0,0,0,0,0,0
4917,H34330,H,303.4,312.3,1769,-0.17925681938262783,40,0,0,0,0,0,0
4918,M19777,M,303.4,312.2,1561,0.07153479768626296,45,0,0,0,0,0,0
4919,L52098,L,303.3,312.2,1457,0.0013131449069732513,48,0,0,0,0,0,0
4920,L52099,L,303.3,312.2,1506,2.9506225616371293,50,0,0,0,0,0,0
4921,L52100,L,303.4,312.2,1337,1.4859995179548064,52,1,0,0,1,0,0
4922,L52101,L,303.4,312.3,1287,-0.43004843645151863,54,0,0,0,0,0,0
4923,M19782,M,303.4,312.2,1615,-1.653911527747706,56,0,0,0,0,0,0
4924,M19783,M,303.4,312.2,1972,0.21197810324484165,59,0,0,0,0,0,0
4925,H34338,H,303.4,312.3,1522,-0.9416633352720559,62,0,0,0,0,0,0
4926,L52105,L,303.4,312.3,1680,-0.399953442403252,67,0,0,0,0,0,0
4927,L52106,L,303.4,312.3,1502,-0.6708083888376544,69,0,0,0,0,0,0
4928,M19787,M,303.5,312.3,1543,-0.48020675986529676,71,0,0,0,0,0,0
4929,L52108,L,303.5,312.3,1584,0.45273805563097663,74,0,0,0,0,0,0
4930,L52109,L,303.5,312.4,1340,-0.6106184007411204,76,0,0,0,0,0,0
4931,L52110,L,303.4,312.3,1663,-1.0018533233685898,78,0,0,0,0,0,0
4932,M19791,M,303.3,312.1,1693,0.4728013849964882,80,0,0,0,0,0,0
4933,L52112,L,303.3,312.1,1418,-0.31970012494120725,83,0,0,0,0,0,0
4934,H34347,H,303.4,312.2,1554,-0.42001677176876356,85,0,0,0,0,0,0
4935,L52114,L,303.4,312.2,1580,0.28219975602413067,90,0,0,0,0,0,0
4936,L52115,L,303.4,312.3,1479,3.071002537830196,92,0,0,0,0,0,0
4937,L52116,L,303.5,312.4,1284,-0.12909849596884967,94,1,0,0,1,0,0
4938,L52117,L,303.4,312.3,1540,-0.991821658685834,96,0,0,0,0,0,0
4939,M19798,M,303.5,312.4,1606,2.2484060338442347,98,0,0,0,0,0,0
4940,L52119,L,303.6,312.5,1286,-0.04884517850680491,101,0,0,0,0,0,0
4941,L52120,L,303.6,312.6,1502,-0.8513783531272554,103,0,0,0,0,0,0
4942,M19801,M,303.6,312.7,1699,-0.5805234066928531,105,0,0,0,0,0,0
4943,L52122,L,303.5,312.6,1602,0.20194643856208588,108,0,0,0,0,0,0
4944,H34357,H,303.6,312.6,1436,-1.2526449404374806,110,0,0,0,0,0,0
4945,M19804,M,303.6,312.7,1765,0.4126113968999543,115,0,0,0,0,0,0
4946,L52125,L,303.6,312.7,1418,-0.8313150237617443,118,0,0,0,0,0,0
4947,M19806,M,303.7,312.7,1669,1.3957145358100058,120,0,0,0,0,0,0
4948,L52127,L,303.7,312.7,1395,0.17185144451381926,123,0,0,0,0,0,0
4949,M19808,M,303.8,312.7,1500,-0.6607767241548985,125,0,0,0,0,0,0
4950,M19809,M,303.8,312.7,1555,-1.9849564622786418,128,0,0,0,0,0,0
4951,M19810,M,303.8,312.7,1919,-0.33976345430671806,131,0,0,0,0,0,0
4952,L52131,L,303.8,312.7,1596,1.3656195417617392,134,0,0,0,0,0,0
4953,M19812,M,303.8,312.7,1374,-1.3930882459960594,136,0,0,0,0,0,0
4954,L52133,L,303.7,312.5,1670,-1.0921383055133904,139,0,0,0,0,0,0
4955,L52134,L,303.7,312.6,1702,0.5129280437275106,141,0,0,0,0,0,0
4956,M19815,M,303.8,312.5,1366,-2.4865396964164233,143,0,0,0,0,0,0
4957,M19816,M,303.8,312.5,2344,-1.6137848690166836,146,0,0,0,0,0,0
4958,M19817,M,303.8,312.6,1768,0.7035296726998674,149,0,0,0,0,0,0
4959,L52138,L,303.8,312.5,1523,-1.4131515753615709,152,0,0,0,0,0,0
4960,L52139,L,303.8,312.6,1735,2.2383743691614786,154,0,0,0,0,0,0
4961,L52140,L,303.9,312.7,1339,-1.5736582102856609,156,0,0,0,0,0,0
4962,L52141,L,303.9,312.7,1800,1.1248595893756042,158,0,0,0,0,0,0
4963,M19822,M,304.0,312.7,1456,-1.5636265456029053,160,0,0,0,0,0,0
4964,L52143,L,303.9,312.7,1789,-0.6106184007411204,163,0,0,0,0,0,0
4965,L52144,L,303.9,312.7,1602,0.9342579604032467,165,0,0,0,0,0,0
4966,M19825,M,303.8,312.7,1364,-1.1924549523409467,167,0,0,0,0,0,0
4967,L52146,L,303.8,312.6,1793,1.3455562123962277,170,0,0,0,0,0,0
4968,L52147,L,303.9,312.6,1426,0.3323580794379088,172,0,0,0,0,0,0
